user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
74,Instagram,18,Male,United States,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,Yes,10.2,6.7,Average,Former,Several times a week,27,2,30.8,97,65,8125,36.9,2,0,9,5.1,2,364.0,15,11,300,150,213,57,46,55,35,7,175,73,83,120,14502,10000,No,0.66,2013,2025-03-17,24.3,Reels,Travel,Private,No,Yes,3,Free,0.99
75,Instagram,54,Male,India,Urban,Low,Student,Bachelor’s,Married,No,4.8,6.0,Average,No,Daily,30,4,29.0,119,78,8174,23.4,3,0,11,2.4,2,216.0,9,6,178,112,132,39,21,23,36,6,94,28,34,66,361,801,No,0.12,2016,2025-02-08,24.0,Reels,Food,Public,Yes,Yes,3,Free,1.05
76,Instagram,16,Male,United States,Rural,Low,Student,Bachelor’s,Single,No,10.5,7.5,Average,No,Never,21,7,23.3,156,76,8053,44.8,2,4,13,0.3,5,167.0,8,9,221,99,103,27,29,26,31,3,68,39,30,64,292,572,No,0.39,2018,2025-08-10,20.9,Photos,Art,Public,Yes,No,0,Free,1.1
77,Instagram,41,Male,Other,Urban,Middle,Full-time employed,Some college,Single,Yes,4.5,6.6,Average,No,Several times a week,25,3,28.4,121,81,8000,54.5,0,5,8,1.6,2,322.0,21,7,272,150,179,60,43,44,26,8,167,79,49,104,104,122,No,0.23,2025,2025-01-12,15.3,Live,Music,Friends only,No,Yes,2,Free,0.99
78,Instagram,30,Female,India,Suburban,Middle,Full-time employed,High school,In a relationship,No,13.2,6.8,Excellent,No,Weekly,33,1,19.2,140,81,8090,49.9,3,3,16,5.3,2,316.0,17,10,229,150,209,57,34,50,33,10,128,35,57,105,5883,10000,No,0.86,2014,2025-07-28,18.6,Reels,Other,Friends only,No,No,1,Free,1.11
79,Instagram,38,Male,Canada,Urban,Low,Full-time employed,High school,Married,No,7.8,7.6,Poor,No,Never,38,6,24.3,153,82,7749,47.3,1,10,10,1.1,1,388.0,15,12,280,150,260,74,49,51,30,10,192,45,82,137,4271,4232,No,0.67,2014,2025-01-25,25.9,Videos,Tech,Friends only,Yes,No,3,Free,1.14
80,Instagram,56,Male,Australia,Suburban,Lower-middle,Unemployed,Bachelor’s,Single,Yes,5.0,5.7,Good,Yes,Several times a week,12,8,29.5,132,67,7985,30.2,2,5,7,1.8,4,100.0,9,2,91,67,71,20,17,24,15,3,45,15,23,34,534,1317,No,0.86,2022,2025-06-12,11.1,Stories,Music,Private,No,No,0,Free,1.16
81,Instagram,46,Male,India,Urban,Middle,Full-time employed,Master’s,In a relationship,No,16.0,9.0,Excellent,No,Rarely,36,2,19.8,127,99,7930,28.3,3,5,12,2.7,3,361.0,17,12,234,146,195,68,50,54,29,10,175,93,45,138,366,748,No,0.42,2025,2025-07-05,21.2,Live,Music,Public,Yes,Yes,0,Free,1.01
82,Instagram,22,Female,United States,Urban,High,Freelancer,Bachelor’s,Single,No,13.2,6.1,Average,No,Daily,5,4,21.8,90,79,8131,33.8,0,3,8,3.3,1,100.0,5,5,181,69,75,20,27,15,16,5,55,15,14,38,601,379,Yes,0.45,2015,2025-06-15,20.0,Live,Art,Private,No,No,4,Free,1.29
83,Instagram,48,Non-binary,United States,Urban,Low,Unemployed,Bachelor’s,Married,Yes,1.8,7.3,Excellent,No,Never,30,2,28.1,111,89,8134,41.9,3,6,19,4.1,5,391.0,43,6,292,150,215,58,44,66,36,6,225,59,59,107,1071,1134,No,0.97,2015,2025-03-01,9.1,Photos,Art,Private,Yes,No,2,Free,0.89
84,Instagram,26,Female,United States,Urban,Middle,Full-time employed,Other,In a relationship,Yes,16.8,8.6,Excellent,No,Weekly,2,5,20.5,130,96,7983,43.5,2,4,10,3.8,1,5.0,1,2,108,23,37,6,11,9,4,3,2,1,1,2,13665,10000,No,0.0,2010,2025-09-10,5.0,Photos,Travel,Public,No,Yes,0,Business,9.17
85,Instagram,43,Male,United Kingdom,Urban,Low,Part-time,Bachelor’s,Single,No,11.0,8.7,Average,No,Rarely,10,5,25.4,157,89,7962,45.4,1,1,18,1.2,3,97.0,3,7,107,61,72,23,20,31,15,3,42,13,21,38,5138,7894,No,0.24,2010,2025-02-23,32.3,Photos,Fashion,Private,Yes,Yes,4,Premium,1.42
86,Instagram,60,Male,South Korea,Suburban,Low,Full-time employed,Master’s,Married,No,4.3,6.2,Average,Former,Weekly,35,6,28.9,95,81,7833,46.9,2,2,5,4.6,1,245.0,12,6,200,117,127,42,33,47,31,11,102,71,41,54,361,460,No,0.72,2025,2025-07-30,20.4,Mixed,Tech,Friends only,Yes,Yes,2,Free,0.93
87,Instagram,27,Male,United States,Urban,Middle,Student,High school,In a relationship,Yes,10.4,6.2,Average,No,Rarely,0,7,35.4,107,96,7979,37.3,8,3,10,2.0,1,16.0,1,2,135,32,23,6,10,12,3,2,9,3,2,4,4208,4738,Yes,0.95,2022,2025-06-29,16.0,Photos,Music,Public,Yes,Yes,0,Free,2.41
88,Instagram,20,Male,Japan,Rural,Lower-middle,Freelancer,Master’s,Married,Yes,2.1,6.9,Good,No,Weekly,6,4,23.1,135,92,7996,17.7,3,3,7,6.7,1,33.0,1,12,136,44,43,13,11,10,4,2,19,6,5,10,1073,1918,Yes,0.41,2025,2025-06-23,33.0,Stories,Travel,Public,Yes,No,1,Free,3.09
89,Instagram,26,Female,Other,Suburban,Middle,Full-time employed,High school,Divorced,No,4.1,7.1,Average,No,Weekly,39,9,24.3,100,87,8055,37.4,4,4,14,3.9,7,273.0,8,10,272,134,153,52,37,48,24,3,123,69,64,77,796,799,No,0.32,2020,2025-02-16,34.1,Videos,Fitness,Public,Yes,No,4,Free,1.05
90,Instagram,35,Female,India,Suburban,Upper-middle,Full-time employed,Bachelor’s,Married,No,6.6,6.3,Poor,No,Never,6,9,26.4,91,75,8008,34.5,3,5,7,7.8,5,42.0,3,1,66,42,45,18,16,12,10,1,19,12,10,10,292,605,No,0.59,2023,2025-12-20,14.0,Live,Travel,Public,No,Yes,1,Free,1.95
91,Instagram,52,Male,United States,Suburban,Middle,Unemployed,Bachelor’s,Single,No,8.7,4.7,Average,Former,Weekly,8,1,23.3,101,72,8118,40.6,0,3,8,2.3,3,154.0,18,3,135,105,113,27,23,28,17,1,78,28,24,55,3963,8943,Yes,0.46,2011,2025-06-17,8.6,Mixed,Other,Friends only,No,No,3,Free,1.14
92,Instagram,33,Female,South Korea,Rural,Lower-middle,Unemployed,Bachelor’s,Single,No,10.5,5.0,Poor,Former,Rarely,20,3,26.9,104,62,8076,37.3,3,2,12,3.1,3,258.0,9,3,192,126,146,47,38,35,29,9,142,68,42,70,1786,2967,No,0.63,2020,2025-07-16,28.7,Live,Food,Public,Yes,Yes,2,Business,0.96
93,Instagram,28,Female,Germany,Suburban,Middle,Full-time employed,Some college,In a relationship,Yes,9.7,5.7,Average,No,Never,14,4,27.2,134,90,8045,18.2,3,5,8,8.3,3,181.0,7,2,233,82,105,21,32,23,14,3,90,43,24,55,189,192,Yes,0.45,2012,2025-03-16,25.9,Videos,Other,Private,No,No,1,Free,0.84
94,Instagram,57,Male,India,Urban,Upper-middle,Full-time employed,High school,Married,Yes,0.3,7.7,Good,Yes,Never,1,6,20.8,153,69,7865,50.0,3,6,7,2.3,1,5.0,1,4,45,33,26,5,16,9,3,2,2,1,1,1,5983,8155,No,0.27,2010,2025-05-02,5.0,Reels,Fitness,Public,Yes,No,0,Free,8.0
95,Instagram,30,Male,Brazil,Suburban,Middle,Freelancer,Bachelor’s,Single,No,5.6,5.4,Average,No,Never,17,7,28.5,154,84,8079,37.6,6,4,8,6.6,4,191.0,7,4,176,94,123,44,31,28,19,3,82,35,27,75,450,577,No,0.99,2015,2025-06-02,27.3,Photos,Fitness,Private,Yes,No,2,Free,1.16
96,Instagram,59,Male,Brazil,Urban,Middle,Freelancer,High school,Married,No,4.2,8.3,Average,No,Never,26,2,17.4,121,63,8101,42.1,2,1,8,4.3,5,259.0,26,6,185,144,158,55,37,43,26,5,109,47,30,66,726,1036,No,0.95,2020,2025-04-24,10.0,Live,Fitness,Private,No,No,0,Free,1.1
97,Instagram,65,Male,United States,Urban,Middle,Retired,Some college,Single,No,5.9,6.8,Good,No,Rarely,1,5,21.7,136,61,8121,50.7,2,3,13,4.7,2,5.0,1,2,47,42,27,4,10,9,4,2,3,1,1,2,4773,10000,No,0.75,2024,2025-06-18,5.0,Reels,Music,Public,Yes,Yes,0,Premium,6.83
98,Instagram,36,Male,United Kingdom,Rural,Lower-middle,Full-time employed,High school,Single,No,1.8,7.8,Excellent,No,Never,36,7,21.7,97,76,7907,35.4,2,4,15,2.9,2,204.0,12,6,153,101,120,32,33,28,21,5,122,52,32,68,364,518,Yes,0.27,2017,2025-05-20,17.0,Stories,Music,Friends only,No,Yes,2,Free,0.99
99,Instagram,38,Female,United States,Urban,Middle,Freelancer,Some college,In a relationship,No,4.1,6.8,Average,No,Never,11,4,26.4,94,96,7802,45.1,6,3,6,3.3,5,126.0,6,1,118,68,85,18,25,18,18,5,57,38,29,50,2918,4602,No,0.41,2020,2025-05-11,21.0,Live,Other,Friends only,Yes,No,0,Free,0.98
100,Instagram,37,Prefer not to say,Japan,Rural,Middle,Full-time employed,High school,Married,No,5.6,7.4,Average,No,Weekly,24,4,25.8,131,98,7783,43.7,2,2,10,5.1,3,170.0,8,2,142,92,114,29,21,24,11,3,100,22,25,54,172,76,No,0.73,2015,2025-04-13,21.2,Photos,Food,Public,No,Yes,1,Business,1.04
101,Instagram,57,Male,United States,Urban,Low,Freelancer,High school,In a relationship,No,4.0,7.9,Average,No,Rarely,11,3,26.5,127,72,8126,12.7,1,3,5,1.4,0,211.0,10,5,177,126,122,36,27,30,22,3,124,62,29,67,777,1686,No,0.44,2017,2025-11-28,21.1,Videos,Fitness,Public,Yes,Yes,4,Business,0.99
102,Instagram,53,Male,India,Rural,Low,Full-time employed,Some college,In a relationship,No,6.6,6.9,Excellent,No,Weekly,40,4,27.6,139,73,7902,39.6,4,3,12,5.8,0,329.0,16,7,230,150,191,53,42,45,32,11,170,86,35,75,14397,10000,No,0.87,2017,2025-08-27,20.6,Reels,Art,Private,Yes,No,1,Premium,0.96
103,Instagram,41,Male,United Kingdom,Suburban,Middle,Retired,Some college,Single,Yes,8.2,7.6,Average,No,Never,24,6,19.7,150,69,8080,43.0,6,4,10,3.1,3,201.0,22,4,163,136,112,48,29,40,19,4,87,59,40,46,366,547,No,0.99,2025,2025-12-20,9.1,Mixed,Fitness,Friends only,No,No,0,Free,1.09
104,Instagram,27,Female,India,Rural,Middle,Freelancer,Master’s,Married,No,4.7,7.4,Good,No,Rarely,34,1,24.1,133,87,7960,48.8,2,5,14,2.7,4,366.0,13,3,300,150,209,52,43,63,38,10,215,84,82,129,1986,3526,No,0.79,2022,2025-10-09,28.2,Stories,Travel,Public,Yes,Yes,3,Free,0.88
105,Instagram,57,Male,Other,Suburban,Lower-middle,Student,Master’s,In a relationship,No,7.9,6.4,Good,No,Several times a week,40,7,26.8,153,87,7945,47.8,0,4,7,3.6,3,259.0,10,6,201,142,155,50,41,44,24,5,140,66,48,56,1570,1222,No,0.37,2012,2025-04-21,25.9,Photos,Other,Private,No,Yes,1,Free,1.05
106,Instagram,13,Female,United States,Rural,High,Student,Bachelor’s,Single,No,14.4,6.4,Average,No,Never,32,10,17.3,153,70,8014,34.7,4,4,14,3.0,1,240.0,18,14,265,115,153,45,26,20,32,4,108,30,59,63,321,408,No,0.72,2018,2025-10-15,13.3,Videos,Fashion,Friends only,Yes,Yes,1,Free,1.18
107,Instagram,37,Male,Germany,Urban,Low,Unemployed,Bachelor’s,In a relationship,Yes,9.1,6.2,Average,No,Rarely,10,8,25.0,158,73,7912,34.0,2,4,12,3.0,5,24.0,1,4,57,37,27,6,12,13,5,0,14,3,3,7,430,418,No,0.86,2014,2025-06-30,24.0,Stories,Tech,Private,Yes,No,1,Free,2.04
108,Instagram,19,Female,United Kingdom,Urban,Middle,Freelancer,High school,In a relationship,Yes,4.8,6.3,Average,No,Daily,12,10,22.0,155,89,7944,55.4,3,4,10,2.1,3,89.0,3,5,195,75,76,15,22,19,16,3,38,14,22,21,1221,2874,No,0.39,2020,2025-09-03,29.7,Videos,Art,Private,Yes,No,2,Free,1.34
109,Instagram,21,Male,Brazil,Urban,Low,Full-time employed,Bachelor’s,Single,No,5.2,5.9,Good,Former,Never,30,8,24.4,139,77,8174,31.6,7,4,12,1.2,1,270.0,13,15,269,123,173,55,34,34,26,9,161,72,32,72,10405,6903,No,0.99,2015,2025-03-16,20.8,Mixed,Travel,Public,Yes,Yes,0,Free,1.21
110,Instagram,36,Female,Japan,Suburban,Low,Full-time employed,Bachelor’s,Single,No,5.1,6.9,Poor,No,Daily,40,8,27.1,109,70,8007,35.6,0,6,8,9.5,4,247.0,9,16,187,123,129,46,36,45,20,8,107,46,27,59,930,1767,No,0.06,2015,2025-10-02,27.4,Reels,Other,Public,Yes,Yes,5,Free,1.08
111,Instagram,13,Female,Germany,Suburban,Middle,Full-time employed,Bachelor’s,Single,No,3.2,8.3,Poor,No,Weekly,20,9,16.3,118,74,7994,30.1,3,5,13,4.3,2,156.0,7,10,206,103,120,35,32,16,22,2,68,27,31,37,477,298,No,0.0,2017,2025-10-27,22.3,Live,Food,Friends only,No,Yes,1,Free,1.4
112,Instagram,56,Female,Australia,Suburban,Middle,Student,Some college,Single,Yes,11.6,5.6,Average,No,Never,28,6,22.1,141,71,8003,44.7,2,4,9,2.3,1,210.0,7,5,172,110,108,38,31,32,20,3,119,38,36,72,181,185,No,0.46,2024,2025-11-25,30.0,Photos,Food,Private,Yes,No,5,Free,0.94
113,Instagram,20,Male,India,Rural,Low,Full-time employed,Some college,Single,No,6.0,7.3,Average,No,Rarely,34,1,22.3,150,85,7903,34.8,4,4,8,5.6,5,321.0,13,10,300,150,169,55,36,42,28,9,153,93,54,125,5320,10000,No,0.46,2020,2025-03-25,24.7,Live,Tech,Public,Yes,No,3,Free,0.96
114,Instagram,36,Female,Australia,Rural,Low,Full-time employed,PhD,In a relationship,No,7.4,7.1,Excellent,Former,Rarely,28,7,28.7,121,71,8005,33.8,2,4,10,2.0,4,303.0,10,5,217,150,184,49,40,38,26,9,171,46,37,71,988,1741,No,0.54,2025,2025-10-28,30.3,Photos,Tech,Friends only,Yes,Yes,4,Free,0.98
115,Instagram,23,Female,United Kingdom,Suburban,Middle,Full-time employed,Bachelor’s,Single,No,3.6,6.9,Very poor,No,Daily,23,6,20.3,105,91,8003,38.3,5,4,10,1.0,1,256.0,10,10,275,124,180,39,35,43,28,6,124,45,55,94,8099,10000,No,0.07,2012,2025-08-16,25.6,Videos,Food,Public,Yes,Yes,1,Free,1.12
116,Instagram,63,Male,India,Urban,Middle,Student,High school,Married,No,5.0,5.0,Good,No,Weekly,36,3,19.4,111,77,7829,31.4,1,4,10,7.7,3,354.0,27,11,249,150,174,50,51,53,32,9,195,65,59,78,523,253,Yes,0.09,2021,2025-05-08,13.1,Live,Food,Friends only,Yes,No,0,Free,0.86
117,Instagram,29,Male,Other,Suburban,Low,Unemployed,Master’s,In a relationship,No,2.9,6.2,Excellent,No,Never,8,1,26.1,133,76,7946,26.5,6,6,7,6.5,4,179.0,13,3,238,109,111,32,23,19,17,4,78,46,21,61,979,1091,No,0.23,2021,2025-12-07,13.8,Mixed,Fashion,Private,Yes,No,1,Free,1.02
118,Instagram,20,Female,South Korea,Urban,Low,Student,High school,Single,No,4.9,7.1,Average,No,Never,26,10,21.3,142,77,8112,34.4,2,2,4,7.2,3,199.0,17,8,246,100,116,42,29,44,34,6,105,39,37,62,381,741,No,0.75,2018,2025-10-09,11.7,Videos,Food,Public,No,No,1,Premium,1.12
119,Instagram,47,Male,India,Suburban,Low,Freelancer,Some college,In a relationship,No,5.6,7.7,Good,No,Rarely,12,4,23.0,107,99,7956,53.3,2,1,13,2.2,5,136.0,5,4,120,85,99,30,19,19,20,4,55,24,28,37,414,219,No,0.9,2022,2025-03-12,27.2,Live,Travel,Private,Yes,No,3,Free,1.25
120,Instagram,47,Male,South Korea,Urban,Low,Full-time employed,Bachelor’s,Single,No,4.0,8.1,Good,No,Never,23,9,27.2,118,82,8081,45.0,4,4,14,6.7,4,151.0,11,9,139,89,95,30,22,26,18,4,63,37,31,31,933,2146,No,0.05,2020,2025-03-11,13.7,Reels,Travel,Friends only,Yes,Yes,2,Free,1.2
121,Instagram,45,Male,Canada,Urban,Lower-middle,Retired,Master’s,Divorced,Yes,6.9,8.6,Excellent,No,Rarely,32,7,30.8,106,80,8024,26.7,4,7,8,2.1,3,338.0,10,5,212,150,207,51,43,45,33,8,163,47,54,72,1930,3643,Yes,0.97,2018,2025-01-16,33.8,Stories,Fashion,Private,Yes,No,2,Free,0.96
122,Instagram,17,Male,India,Urban,Middle,Full-time employed,Some college,Married,No,2.2,7.4,Very poor,Former,Rarely,21,1,26.5,152,68,8011,45.7,2,4,6,0.0,4,305.0,17,13,275,150,163,50,43,44,26,4,124,88,38,95,1970,2950,Yes,0.75,2018,2025-08-23,17.9,Live,Music,Public,Yes,No,1,Premium,0.99
123,Instagram,54,Female,Canada,Suburban,Lower-middle,Student,Other,Single,No,9.3,7.6,Good,Former,Rarely,14,4,25.7,145,85,7979,32.0,2,4,7,0.7,2,103.0,3,1,97,73,78,24,25,30,17,2,51,16,10,28,578,232,No,0.69,2025,2025-06-21,34.3,Stories,Tech,Public,No,No,0,Premium,1.24
124,Instagram,51,Male,United States,Urban,Upper-middle,Full-time employed,Master’s,Married,No,13.3,6.7,Good,Yes,Never,9,10,24.9,100,60,7942,51.5,3,6,12,7.2,0,65.0,2,2,76,56,68,18,19,10,12,2,32,15,7,23,955,1009,No,0.89,2024,2025-12-05,32.5,Stories,Fashion,Public,Yes,No,1,Business,1.67
125,Instagram,53,Female,Canada,Urban,Lower-middle,Full-time employed,Bachelor’s,Single,No,5.4,6.8,Poor,No,Never,14,2,20.4,123,66,8041,21.1,1,4,9,8.3,3,168.0,11,2,162,82,126,39,18,22,16,6,72,36,27,57,1053,718,No,0.39,2016,2025-03-26,15.3,Photos,Tech,Public,Yes,No,1,Free,1.24
126,Instagram,40,Female,United States,Suburban,Upper-middle,Student,Bachelor’s,In a relationship,No,2.8,5.1,Average,No,Rarely,22,9,31.0,97,60,8067,42.3,3,4,7,3.9,4,137.0,11,2,118,80,102,30,26,20,16,2,64,23,16,48,904,617,Yes,0.61,2011,2025-08-07,12.5,Mixed,Fashion,Public,Yes,No,1,Free,1.22
127,Instagram,19,Male,Japan,Urban,Low,Full-time employed,Some college,Single,No,5.5,5.8,Average,No,Weekly,15,9,30.8,158,67,7931,33.9,3,3,9,6.4,5,120.0,4,5,187,78,85,31,29,19,17,2,60,31,12,31,266,169,No,0.43,2021,2025-05-31,30.0,Reels,Tech,Friends only,Yes,No,5,Business,1.34
128,Instagram,21,Non-binary,Australia,Suburban,Upper-middle,Full-time employed,High school,In a relationship,Yes,12.7,8.9,Excellent,No,Never,31,3,21.9,101,69,7971,38.3,5,3,6,0.9,6,315.0,18,12,300,150,183,51,30,49,33,8,127,73,69,77,2026,1377,Yes,0.46,2016,2025-03-08,17.5,Mixed,Other,Private,No,No,4,Free,1.02
129,Instagram,20,Female,United Kingdom,Rural,Lower-middle,Part-time,Bachelor’s,In a relationship,No,13.5,6.2,Very poor,No,Never,16,8,27.2,122,92,7958,47.6,8,7,9,3.6,4,214.0,7,12,281,112,132,41,35,30,28,9,126,22,22,46,224,147,No,0.49,2021,2025-05-17,30.6,Photos,Food,Private,No,No,5,Free,1.16
130,Instagram,24,Male,India,Urban,High,Full-time employed,Some college,In a relationship,No,2.6,8.6,Good,Former,Daily,5,8,26.8,115,62,8080,35.7,3,3,20,2.3,3,61.0,4,5,156,55,65,12,12,11,9,1,29,14,10,22,1607,2776,No,0.63,2013,2025-10-10,15.2,Mixed,Other,Friends only,No,No,1,Business,1.68
131,Instagram,46,Male,United States,Urban,High,Full-time employed,Some college,Widowed,No,13.2,7.3,Poor,No,Several times a week,26,3,27.7,152,67,8037,30.1,3,5,9,2.3,3,263.0,8,6,224,132,161,51,31,37,24,3,137,30,37,101,242,291,Yes,0.54,2016,2025-02-03,32.9,Videos,Tech,Private,Yes,No,3,Free,1.06
132,Instagram,45,Male,India,Urban,Low,Retired,Bachelor’s,Married,Yes,8.0,7.7,Average,No,Rarely,30,6,20.7,143,99,8104,39.4,3,3,4,3.5,0,278.0,11,9,212,128,168,40,31,44,28,4,124,78,44,94,1702,2745,No,0.03,2011,2025-07-29,25.3,Stories,Art,Public,Yes,No,0,Free,0.99
133,Instagram,60,Female,Brazil,Urban,Low,Student,High school,Single,No,6.5,7.1,Poor,No,Weekly,29,1,20.3,156,87,7969,55.0,2,3,4,4.9,3,319.0,11,6,257,149,177,65,37,44,25,8,129,39,51,101,401,168,No,0.49,2022,2025-09-21,29.0,Reels,Food,Private,Yes,No,3,Free,1.02
134,Instagram,35,Male,India,Urban,Low,Student,Some college,In a relationship,No,5.0,7.6,Excellent,No,Never,38,3,20.4,97,77,8002,35.2,3,6,11,0.1,2,339.0,28,5,252,128,177,65,44,60,41,6,188,48,53,78,123,251,No,0.34,2019,2025-01-29,12.1,Mixed,Travel,Friends only,Yes,No,0,Free,0.95
135,Instagram,36,Female,United States,Urban,Lower-middle,Freelancer,Other,Single,No,3.3,6.0,Very poor,No,Rarely,22,10,20.4,117,97,7946,20.8,2,7,6,2.4,1,140.0,14,3,105,82,100,23,21,32,20,2,64,27,28,36,151,67,No,0.09,2022,2025-10-03,10.0,Videos,Music,Public,Yes,No,2,Premium,1.1
136,Instagram,49,Female,United States,Urban,Middle,Student,PhD,Divorced,No,5.3,7.4,Average,No,Weekly,22,4,19.8,130,85,8078,48.7,3,2,9,3.7,3,225.0,9,3,190,132,135,38,23,39,21,4,131,46,36,78,1072,1159,No,0.13,2025,2025-05-14,25.0,Videos,Art,Friends only,Yes,Yes,1,Premium,0.97
137,Instagram,47,Male,United States,Urban,Upper-middle,Student,High school,Single,No,6.7,6.6,Very poor,No,Never,35,1,28.1,158,83,7998,38.5,2,1,8,4.1,5,341.0,15,7,218,150,196,59,43,45,45,1,148,47,52,112,5154,7926,No,0.7,2010,2025-09-10,22.7,Videos,Tech,Public,No,Yes,4,Premium,0.98
138,Instagram,56,Female,Australia,Urban,Upper-middle,Unemployed,Some college,Single,No,1.0,5.9,Average,Yes,Rarely,34,1,24.6,133,69,8084,29.8,4,1,13,2.9,2,341.0,11,6,251,150,207,60,42,42,30,6,184,89,71,84,1411,1672,No,0.43,2022,2025-01-05,31.0,Videos,Tech,Private,Yes,Yes,2,Free,1.01
139,Instagram,52,Female,United States,Urban,Middle,Part-time,Bachelor’s,Single,No,4.7,6.9,Poor,Yes,Never,19,10,21.4,130,88,8121,36.4,4,8,11,4.5,4,149.0,5,2,138,92,97,23,23,19,17,4,66,23,19,40,1234,2278,No,0.37,2016,2025-02-17,29.8,Videos,Fitness,Friends only,Yes,No,0,Free,0.99
140,Instagram,34,Female,South Korea,Urban,Lower-middle,Student,High school,Married,Yes,5.6,9.0,Good,No,Rarely,5,2,21.0,123,77,8052,37.4,4,4,11,6.4,2,124.0,5,2,129,93,85,20,23,21,13,1,55,34,14,45,6935,10000,No,0.99,2010,2025-11-26,24.8,Stories,Fashion,Friends only,Yes,No,2,Free,1.05
141,Instagram,39,Male,Canada,Suburban,Lower-middle,Part-time,High school,In a relationship,No,6.2,6.8,Very poor,No,Rarely,8,4,29.5,91,70,7834,38.0,3,3,11,2.2,3,72.0,3,2,73,58,48,23,21,13,8,5,35,10,17,21,1323,1167,No,0.82,2012,2025-04-27,24.0,Mixed,Food,Public,Yes,Yes,1,Free,1.37
142,Instagram,47,Male,Brazil,Suburban,High,Freelancer,High school,Married,No,10.2,7.6,Very poor,Former,Daily,27,5,32.0,146,96,7953,57.3,6,9,11,8.0,0,280.0,13,4,193,134,163,33,45,51,23,9,132,58,45,102,1151,1369,No,0.68,2023,2025-04-21,21.5,Videos,Music,Friends only,No,No,1,Free,0.86
143,Instagram,13,Female,Australia,Urban,Low,Full-time employed,Bachelor’s,In a relationship,No,5.8,6.1,Very poor,No,Weekly,15,10,22.3,147,61,8023,54.5,1,4,5,1.4,3,175.0,12,9,223,105,115,46,34,27,23,4,72,21,32,43,976,1439,No,0.02,2020,2025-06-10,14.6,Photos,Art,Friends only,Yes,Yes,3,Free,1.33
144,Instagram,47,Female,Brazil,Urban,High,Full-time employed,Bachelor’s,Single,No,7.1,6.3,Average,Former,Rarely,26,10,18.5,95,73,7997,46.0,1,3,12,0.5,3,158.0,7,4,134,97,102,27,32,25,21,5,89,21,37,46,970,1807,Yes,0.52,2025,2025-05-17,22.6,Live,Other,Friends only,Yes,No,4,Free,1.06
145,Instagram,49,Female,Brazil,Urban,Lower-middle,Freelancer,Master’s,Single,Yes,6.3,7.9,Excellent,Yes,Rarely,28,8,24.9,150,80,8043,31.7,0,8,11,3.6,7,193.0,7,1,157,100,115,34,28,34,18,3,103,58,48,66,909,1744,No,0.04,2018,2025-04-06,27.6,Mixed,Food,Private,No,No,3,Free,0.96
146,Instagram,59,Prefer not to say,United States,Suburban,Lower-middle,Full-time employed,Bachelor’s,In a relationship,Yes,6.2,4.7,Excellent,No,Weekly,10,4,36.9,145,75,7909,22.8,3,4,6,2.5,2,52.0,4,8,70,51,55,11,16,17,10,1,24,7,7,19,818,805,No,0.82,2014,2025-05-11,13.0,Stories,Fashion,Private,No,No,1,Business,1.91
147,Instagram,26,Male,Canada,Urban,Upper-middle,Full-time employed,Bachelor’s,In a relationship,Yes,11.3,8.4,Excellent,No,Never,25,6,24.5,134,95,7935,33.2,3,2,7,6.8,4,247.0,8,7,235,105,148,52,29,40,18,5,99,39,42,86,1000,401,No,0.23,2022,2025-03-24,30.9,Reels,Fitness,Public,Yes,Yes,4,Free,1.1
148,Instagram,15,Female,United Kingdom,Suburban,Middle,Unemployed,High school,Single,No,7.6,6.4,Very poor,No,Never,17,5,27.4,111,99,8156,31.6,1,3,11,0.9,2,162.0,18,11,228,87,98,39,29,36,18,6,82,37,20,36,559,957,No,0.33,2024,2025-01-08,9.0,Stories,Food,Public,Yes,Yes,2,Premium,1.28
149,Instagram,13,Non-binary,Other,Urban,Middle,Student,Bachelor’s,In a relationship,Yes,16.9,9.5,Average,No,Rarely,18,3,30.2,96,98,7905,26.4,4,3,10,2.7,5,246.0,15,15,271,133,144,37,38,34,23,7,132,66,28,66,3442,6685,No,0.53,2021,2025-02-14,16.4,Videos,Art,Public,No,Yes,3,Free,1.06
150,Instagram,17,Female,Australia,Urban,Upper-middle,Student,Bachelor’s,Single,No,16.6,6.2,Excellent,No,Rarely,13,3,32.3,97,87,7842,42.1,1,5,10,4.5,0,155.0,7,8,218,98,108,38,26,28,22,1,67,20,17,38,1243,1069,Yes,0.17,2017,2025-08-16,22.1,Reels,Tech,Friends only,No,No,1,Free,1.33
